dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
io.netty:netty-handler,javax.annotation:javax.annotation-api,21,106,235,0.2,0.09,0.2
io.netty:netty-handler,javax.xml.bind:jaxb-api,23,106,295,0.22,0.08,0.22
commons-logging:commons-logging,org.slf4j:slf4j-jdk14,26,360,101,0.07,0.26,0.26
org.apache.zookeeper:zookeeper,org.junit.jupiter:junit-jupiter-engine,20,183,312,0.11,0.06,0.11
com.google.code.findbugs:jsr305,org.assertj:assertj-core,83,315,425,0.26,0.2,0.26
com.google.code.findbugs:jsr305,org.springframework:spring-beans,35,315,252,0.11,0.14,0.14
com.google.code.findbugs:jsr305,org.apache.logging.log4j:log4j-core,47,315,346,0.15,0.14,0.15
org.jsoup:jsoup,org.springframework.boot:spring-boot-starter-test,9,220,127,0.04,0.07,0.07
commons-configuration:commons-configuration,org.javassist:javassist,36,146,222,0.25,0.16,0.25
commons-configuration:commons-configuration,org.testng:testng,26,146,278,0.18,0.09,0.18
commons-configuration:commons-configuration,org.springframework:spring-orm,14,146,124,0.1,0.11,0.11
javax.servlet:jstl,org.apache.curator:curator-recipes,6,119,128,0.05,0.05,0.05
commons-httpclient:commons-httpclient,org.apache.maven:maven-plugin-api,17,138,254,0.12,0.07,0.12
com.beust:jcommander,commons-httpclient:commons-httpclient,8,100,138,0.08,0.06,0.08
com.jcraft:jsch,org.awaitility:awaitility,6,101,141,0.06,0.04,0.06
com.jcraft:jsch,javax.activation:activation,11,101,102,0.11,0.11,0.11
com.fasterxml.jackson.core:jackson-databind,org.apache.commons:commons-math3,60,804,177,0.07,0.34,0.34
ch.qos.logback:logback-core,javax.servlet:jstl,14,211,119,0.07,0.12,0.12
javax.servlet:javax.servlet-api,log4j:log4j,151,468,491,0.32,0.31,0.32
javax.servlet:javax.servlet-api,org.awaitility:awaitility,33,468,141,0.07,0.23,0.23
javax.validation:validation-api,org.ow2.asm:asm,14,194,164,0.07,0.09,0.09
org.apache.ant:ant,org.springframework:spring-webmvc,21,154,251,0.14,0.08,0.14
org.hamcrest:hamcrest-core,org.springframework:spring-jdbc,28,213,211,0.13,0.13,0.13
org.mybatis:mybatis,org.springframework:spring-beans,41,115,252,0.36,0.16,0.36
com.fasterxml.jackson.core:jackson-core,org.aspectj:aspectjrt,31,510,111,0.06,0.28,0.28
com.fasterxml.jackson.core:jackson-core,commons-collections:commons-collections,111,510,272,0.22,0.41,0.41
com.sun.xml.bind:jaxb-impl,org.apache.lucene:lucene-core,17,157,136,0.11,0.13,0.13
com.google.protobuf:protobuf-java,org.hamcrest:hamcrest-all,29,258,236,0.11,0.12,0.12
com.google.protobuf:protobuf-java,joda-time:joda-time,76,258,382,0.29,0.2,0.29
com.google.protobuf:protobuf-java,io.dropwizard.metrics:metrics-core,41,258,145,0.16,0.28,0.28
org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:jul-to-slf4j,17,217,140,0.08,0.12,0.12
org.apache.poi:poi,org.junit.jupiter:junit-jupiter-engine,13,129,312,0.1,0.04,0.1
com.googlecode.json-simple:json-simple,org.apache.logging.log4j:log4j-core,24,151,346,0.16,0.07,0.16
com.jayway.jsonpath:json-path,org.apache.commons:commons-text,22,120,174,0.18,0.13,0.18
commons-lang:commons-lang,xerces:xercesImpl,43,415,109,0.1,0.39,0.39
mysql:mysql-connector-java,org.junit.jupiter:junit-jupiter-params,16,494,151,0.03,0.11,0.11
org.apache.curator:curator-recipes,org.codehaus.groovy:groovy-all,13,128,117,0.1,0.11,0.11
org.apache.hadoop:hadoop-common,org.powermock:powermock-module-junit4,31,125,203,0.25,0.15,0.25
com.google.code.gson:gson,commons-httpclient:commons-httpclient,58,624,138,0.09,0.42,0.42
com.google.code.gson:gson,org.antlr:antlr4-runtime,39,624,114,0.06,0.34,0.34
org.apache.thrift:libthrift,org.scala-lang:scala-library,20,102,174,0.2,0.11,0.2
org.quartz-scheduler:quartz,org.springframework:spring-orm,34,133,124,0.26,0.27,0.27
org.junit.jupiter:junit-jupiter,org.springframework:spring-expression,2,133,108,0.02,0.02,0.02
org.easymock:easymock,org.springframework:spring-context-support,21,185,150,0.11,0.14,0.14
org.easymock:easymock,org.slf4j:slf4j-log4j12,71,185,528,0.38,0.13,0.38
org.apache.commons:commons-pool2,org.slf4j:jcl-over-slf4j,25,114,298,0.22,0.08,0.22
io.dropwizard.metrics:metrics-core,org.springframework:spring-beans,26,145,252,0.18,0.1,0.18
com.github.ben-manes.caffeine:caffeine,org.apache.curator:curator-framework,14,102,116,0.14,0.12,0.14
com.github.ben-manes.caffeine:caffeine,org.codehaus.plexus:plexus-utils,10,102,135,0.1,0.07,0.1
com.github.ben-manes.caffeine:caffeine,com.jayway.jsonpath:json-path,15,102,120,0.15,0.13,0.15
org.apache.maven:maven-plugin-api,org.openjdk.jmh:jmh-core,26,254,204,0.1,0.13,0.13
io.springfox:springfox-swagger2,org.springframework.boot:spring-boot-starter-web,30,137,139,0.22,0.22,0.22
io.springfox:springfox-swagger2,org.springframework:spring-jdbc,16,137,211,0.12,0.08,0.12
io.springfox:springfox-swagger2,org.springframework:spring-orm,7,137,124,0.05,0.06,0.06
org.hamcrest:hamcrest,org.hamcrest:hamcrest-all,9,127,236,0.07,0.04,0.07
org.eclipse.jetty:jetty-server,org.springframework:spring-test,60,253,325,0.24,0.18,0.24
org.aspectj:aspectjrt,org.bouncycastle:bcprov-jdk15on,11,111,182,0.1,0.06,0.1
commons-fileupload:commons-fileupload,org.apache.commons:commons-collections4,50,234,217,0.21,0.23,0.23
io.springfox:springfox-swagger-ui,org.springframework:spring-expression,11,121,108,0.09,0.1,0.1
org.apache.commons:commons-collections4,org.quartz-scheduler:quartz,33,217,133,0.15,0.25,0.25
log4j:log4j,org.awaitility:awaitility,26,491,141,0.05,0.18,0.18
commons-validator:commons-validator,junit:junit,78,101,2231,0.77,0.03,0.77
org.apache.commons:commons-compress,org.hsqldb:hsqldb,32,227,190,0.14,0.17,0.17
cglib:cglib,org.apache.maven:maven-core,8,126,183,0.06,0.04,0.06
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.openjdk.jmh:jmh-core,13,134,204,0.1,0.06,0.1
org.mongodb:mongo-java-driver,org.mybatis.spring.boot:mybatis-spring-boot-starter,7,110,125,0.06,0.06,0.06
commons-cli:commons-cli,org.slf4j:slf4j-simple,66,368,365,0.18,0.18,0.18
commons-cli:commons-cli,org.apache.avro:avro,47,368,108,0.13,0.44,0.44
com.alibaba:fastjson,org.javassist:javassist,34,288,222,0.12,0.15,0.15
com.alibaba:fastjson,org.junit.jupiter:junit-jupiter-params,8,288,151,0.03,0.05,0.05
javax.annotation:javax.annotation-api,org.apache.kafka:kafka-clients,32,235,150,0.14,0.21,0.21
org.apache.lucene:lucene-core,org.mongodb:mongo-java-driver,14,136,110,0.1,0.13,0.13
org.apache.lucene:lucene-core,org.testng:testng,19,136,278,0.14,0.07,0.14
com.thoughtworks.xstream:xstream,org.quartz-scheduler:quartz,18,115,133,0.16,0.14,0.16
io.netty:netty-handler,org.powermock:powermock-api-mockito2,9,106,100,0.08,0.09,0.09
org.apache.commons:commons-lang3,org.springframework:spring-expression,59,918,108,0.06,0.55,0.55
org.awaitility:awaitility,org.junit.vintage:junit-vintage-engine,15,141,104,0.11,0.14,0.14
org.awaitility:awaitility,org.mockito:mockito-junit-jupiter,24,141,107,0.17,0.22,0.22
org.apache.curator:curator-framework,org.springframework:spring-context,37,116,417,0.32,0.09,0.32
com.google.code.findbugs:jsr305,mysql:mysql-connector-java,50,315,494,0.16,0.1,0.16
ch.qos.logback:logback-classic,org.apache.logging.log4j:log4j-core,62,657,346,0.09,0.18,0.18
org.codehaus.jackson:jackson-core-asl,org.eclipse.jetty:jetty-util,25,104,110,0.24,0.23,0.24
javax.ws.rs:javax.ws.rs-api,org.springframework:spring-webmvc,26,134,251,0.19,0.1,0.19
javax.ws.rs:javax.ws.rs-api,org.apache.maven:maven-artifact,15,134,117,0.11,0.13,0.13
org.mockito:mockito-core,org.springframework:spring-expression,49,865,108,0.06,0.45,0.45
org.springframework:spring-beans,org.springframework:spring-context,229,252,417,0.91,0.55,0.91
javax.servlet:jstl,org.apache.commons:commons-collections4,16,119,217,0.13,0.07,0.13
org.apache.httpcomponents:httpmime,org.hibernate:hibernate-entitymanager,10,143,109,0.07,0.09,0.09
commons-httpclient:commons-httpclient,org.mockito:mockito-core,48,138,865,0.35,0.06,0.35
com.beust:jcommander,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,12,100,122,0.12,0.1,0.12
com.beust:jcommander,org.mybatis.spring.boot:mybatis-spring-boot-starter,2,100,125,0.02,0.02,0.02
com.jcraft:jsch,javax.mail:mail,26,101,154,0.26,0.17,0.26
org.apache.commons:commons-text,org.apache.kafka:kafka-clients,21,174,150,0.12,0.14,0.14
com.fasterxml.jackson.core:jackson-databind,org.apache.commons:commons-pool2,61,804,114,0.08,0.54,0.54
javax.servlet:javax.servlet-api,org.codehaus.jackson:jackson-mapper-asl,63,468,154,0.13,0.41,0.41
javax.validation:validation-api,org.apache.logging.log4j:log4j-slf4j-impl,25,194,217,0.13,0.12,0.13
org.codehaus.plexus:plexus-utils,org.hibernate:hibernate-validator,12,135,149,0.09,0.08,0.09
org.codehaus.plexus:plexus-utils,org.mockito:mockito-core,55,135,865,0.41,0.06,0.41
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.hamcrest:hamcrest-all,20,102,236,0.2,0.08,0.2
org.apache.ant:ant,org.apache.curator:curator-framework,7,154,116,0.05,0.06,0.06
org.antlr:antlr4-runtime,org.apache.maven:maven-core,13,114,183,0.11,0.07,0.11
org.hamcrest:hamcrest-core,org.scala-lang:scala-library,22,213,174,0.1,0.13,0.13
com.fasterxml.jackson.core:jackson-core,com.h2database:h2,112,510,353,0.22,0.32,0.32
com.fasterxml.jackson.core:jackson-core,org.apache.lucene:lucene-analyzers-common,41,510,105,0.08,0.39,0.39
com.fasterxml.jackson.core:jackson-core,org.codehaus.plexus:plexus-utils,38,510,135,0.07,0.28,0.28
com.fasterxml.jackson.core:jackson-core,org.reflections:reflections,74,510,167,0.15,0.44,0.44
org.apache.logging.log4j:log4j-slf4j-impl,org.codehaus.groovy:groovy-all,13,217,117,0.06,0.11,0.11
org.apache.logging.log4j:log4j-slf4j-impl,org.postgresql:postgresql,40,217,230,0.18,0.17,0.18
com.google.inject:guice,org.slf4j:slf4j-jdk14,11,188,101,0.06,0.11,0.11
com.google.inject:guice,org.springframework:spring-core,27,188,326,0.14,0.08,0.14
org.springframework.boot:spring-boot-starter-test,org.springframework:spring-jdbc,24,127,211,0.19,0.11,0.19
org.junit.jupiter:junit-jupiter-api,org.openjdk.jmh:jmh-generator-annprocess,35,262,192,0.13,0.18,0.18
com.googlecode.json-simple:json-simple,org.apache.logging.log4j:log4j-slf4j-impl,12,151,217,0.08,0.06,0.08
commons-codec:commons-codec,joda-time:joda-time,167,570,382,0.29,0.44,0.44
mysql:mysql-connector-java,org.apache.commons:commons-csv,43,494,125,0.09,0.34,0.34
com.google.code.gson:gson,javax.servlet:javax.servlet-api,143,624,468,0.23,0.31,0.31
org.apache.thrift:libthrift,org.jsoup:jsoup,9,102,220,0.09,0.04,0.09
org.apache.httpcomponents:httpcore,org.mockito:mockito-core,143,255,865,0.56,0.17,0.56
javax.activation:activation,org.eclipse.jetty:jetty-util,9,102,110,0.09,0.08,0.09
org.easymock:easymock,org.mockito:mockito-junit-jupiter,5,185,107,0.03,0.05,0.05
org.apache.commons:commons-pool2,org.projectlombok:lombok,25,114,373,0.22,0.07,0.22
com.alibaba:druid,org.apache.maven:maven-core,1,137,183,0.01,0.01,0.01
io.dropwizard.metrics:metrics-core,org.hibernate:hibernate-entitymanager,6,145,109,0.04,0.06,0.06
com.github.ben-manes.caffeine:caffeine,org.apache.avro:avro,19,102,108,0.19,0.18,0.19
org.apache.maven:maven-plugin-api,org.hibernate:hibernate-validator,21,254,149,0.08,0.14,0.14
javax.xml.bind:jaxb-api,org.slf4j:jcl-over-slf4j,66,295,298,0.22,0.22,0.22
javax.xml.bind:jaxb-api,org.apache.logging.log4j:log4j-slf4j-impl,50,295,217,0.17,0.23,0.23
org.projectlombok:lombok,org.scala-lang:scala-library,15,373,174,0.04,0.09,0.09
org.slf4j:slf4j-simple,org.springframework.security:spring-security-web,17,365,102,0.05,0.17,0.17
org.slf4j:slf4j-simple,xerces:xercesImpl,17,365,109,0.05,0.16,0.16
org.assertj:assertj-core,xerces:xercesImpl,17,425,109,0.04,0.16,0.16
org.apache.commons:commons-collections4,org.apache.curator:curator-recipes,30,217,128,0.14,0.23,0.23
io.netty:netty-all,org.springframework:spring-tx,23,220,160,0.1,0.14,0.14
io.netty:netty-all,org.apache.ant:ant,12,220,154,0.05,0.08,0.08
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.ow2.asm:asm,12,134,164,0.09,0.07,0.09
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.hibernate:hibernate-validator,17,134,149,0.13,0.11,0.13
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.slf4j:log4j-over-slf4j,23,134,121,0.17,0.19,0.19
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.glassfish.jaxb:jaxb-runtime,23,122,132,0.19,0.17,0.19
commons-collections:commons-collections,org.codehaus.jackson:jackson-mapper-asl,50,272,154,0.18,0.32,0.32
io.netty:netty-handler,org.testcontainers:testcontainers,14,106,111,0.13,0.13,0.13
io.netty:netty-handler,joda-time:joda-time,20,106,382,0.19,0.05,0.19
org.awaitility:awaitility,org.javassist:javassist,22,141,222,0.16,0.1,0.16
org.awaitility:awaitility,redis.clients:jedis,22,141,179,0.16,0.12,0.16
ch.qos.logback:logback-classic,org.json:json,52,657,219,0.08,0.24,0.24
ch.qos.logback:logback-classic,org.postgresql:postgresql,84,657,230,0.13,0.37,0.37
ch.qos.logback:logback-classic,org.eclipse.jetty:jetty-servlet,66,657,189,0.1,0.35,0.35
commons-configuration:commons-configuration,org.hsqldb:hsqldb,16,146,190,0.11,0.08,0.11
javax.ws.rs:javax.ws.rs-api,org.apache.commons:commons-lang3,75,134,918,0.56,0.08,0.56
javax.ws.rs:javax.ws.rs-api,org.mybatis:mybatis,9,134,115,0.07,0.08,0.08
javax.ws.rs:javax.ws.rs-api,org.springframework:spring-test,32,134,325,0.24,0.1,0.24
